"id","name","quality","level","required_level","item_class","item_subclass","inventory_type","preview_item"
"27958","TEST 60 Blue Paladin DPS Necklace","RARE","60","55","Armor","Miscellaneous","NECK",""
"27959","TEST 60 Blue Paladin DPS Ring","RARE","60","55","Armor","Miscellaneous","FINGER",""
"27960","TEST 60 Blue Paladin DPS Cloak","RARE","60","55","Armor","Cloth","CLOAK",""
"27961","TEST 60 Blue Paladin DPS Sword2H Slow","RARE","60","55","Weapon","Sword","TWOHWEAPON",""
"27962","TEST 60 Blue Paladin DPS Sword2H Fast","RARE","60","55","Weapon","Sword","TWOHWEAPON",""
"27963","TEST 130 Epic Paladin DPS Belt","EPIC","130","60","Armor","Plate","WAIST",""
"27964","TEST 130 Epic Paladin DPS Boot","EPIC","130","60","Armor","Plate","FEET",""
"27965","TEST 130 Epic Paladin DPS Chest","EPIC","130","60","Armor","Plate","CHEST",""
"27966","TEST 130 Epic Paladin DPS Hand","EPIC","130","60","Armor","Plate","HAND",""
"27967","TEST 130 Epic Paladin DPS Head","EPIC","130","60","Armor","Plate","HEAD",""
"27968","TEST 130 Epic Paladin DPS Legs","EPIC","130","60","Armor","Plate","LEGS",""
"27969","TEST 130 Epic Paladin DPS Shoulder","EPIC","130","60","Armor","Plate","SHOULDER",""
"27970","TEST 130 Epic Paladin DPS Wrist","EPIC","130","60","Armor","Plate","WRIST",""
"27971","TEST 130 Epic Paladin DPS Necklace","EPIC","130","60","Armor","Miscellaneous","NECK",""
"27972","TEST 130 Epic Paladin DPS Ring","EPIC","130","60","Armor","Miscellaneous","FINGER",""
"27973","TEST 130 Epic Paladin DPS Cloak","EPIC","130","60","Armor","Cloth","CLOAK",""
"27974","TEST 130 Epic Paladin DPS Sword2H Slow","EPIC","130","60","Weapon","Sword","TWOHWEAPON",""
"27975","TEST 130 Epic Paladin DPS Sword2H Fast","EPIC","130","60","Weapon","Sword","TWOHWEAPON",""
"27977","Legplates of the Bold","RARE","115","68","Armor","Plate","LEGS",""
"27980","Terokk's Nightmace","RARE","115","68","Weapon","Mace","WEAPON",""
"27981","Sethekk Oracle Cloak","RARE","115","68","Armor","Cloth","CLOAK",""
"27983","Libram of Zeal","RARE","91","62","Armor","Libram","RELIC",""
"27984","Totem of Impact","RARE","91","62","Armor","Totem","RELIC",""
"27985","Deathforge Girdle","RARE","115","68","Armor","Plate","WAIST",""
"27986","Crow Wing Reaper","RARE","115","68","Weapon","Axe","TWOHWEAPON",""
"27987","Melmorta's Twilight Longbow","RARE","112","68","Weapon","Bow","RANGED",""
"27988","Burnoose of Shifting Ages","RARE","112","68","Armor","Cloth","CLOAK",""
"27989","Idol of Savagery","RARE","91","62","Armor","Idol","RELIC",""
"27990","Idol of Savagery","RARE","91","62","Armor","Idol","RELIC",""
"27993","Mask of Inner Fire","RARE","112","68","Armor","Mail","HEAD",""
"27994","Mantle of Three Terrors","RARE","112","68","Armor","Cloth","SHOULDER",""
"27995","Sun-Gilded Shouldercaps","RARE","112","68","Armor","Leather","SHOULDER",""
"27996","Ring of Spiritual Precision","RARE","112","68","Armor","Miscellaneous","FINGER",""
"27997","TEST 60 Blue Ret Paladin DPS Belt","RARE","60","55","Armor","Plate","WAIST",""
"27998","TEST 60 Blue Ret Paladin DPS Boot","RARE","60","55","Armor","Plate","FEET",""
"27999","TEST 60 Blue Ret Paladin DPS Chest","RARE","60","55","Armor","Plate","CHEST",""
"28000","TEST 60 Blue Ret Paladin DPS Hand","RARE","60","55","Armor","Plate","HAND",""
"28001","TEST 60 Blue Ret Paladin DPS Head","RARE","60","55","Armor","Plate","HEAD",""
"28002","TEST 60 Blue Ret Paladin DPS Legs","RARE","60","55","Armor","Plate","LEGS",""
"28003","TEST 60 Blue Ret Paladin DPS Shoulder","RARE","60","55","Armor","Plate","SHOULDER",""
"28004","TEST 60 Blue Ret Paladin DPS Wrist","RARE","60","55","Armor","Plate","WRIST",""
"28005","TEST 60 Blue Ret Paladin DPS Necklace","RARE","60","55","Armor","Miscellaneous","NECK",""
"28006","TEST 60 Blue Ret Paladin DPS Ring","RARE","60","55","Armor","Miscellaneous","FINGER",""
"28007","TEST 60 Blue Ret Paladin DPS Cloak","RARE","60","55","Armor","Cloth","CLOAK",""
"28008","TEST 60 Blue Ret Paladin DPS Sword2H Slow","RARE","60","55","Weapon","Sword","TWOHWEAPON",""
"28009","TEST 60 Blue Ret Paladin DPS Sword2H Fast","RARE","60","55","Weapon","Sword","TWOHWEAPON",""
"28010","TEST 130 Epic Ret Paladin DPS Belt","EPIC","130","60","Armor","Plate","WAIST",""
"28011","TEST 130 Epic Ret Paladin DPS Boot","EPIC","130","60","Armor","Plate","FEET",""
"28012","TEST 130 Epic Ret Paladin DPS Chest","EPIC","130","60","Armor","Plate","CHEST",""
"28013","TEST 130 Epic Ret Paladin DPS Hand","EPIC","130","60","Armor","Plate","HAND",""
"28014","TEST 130 Epic Ret Paladin DPS Head","EPIC","130","60","Armor","Plate","HEAD",""
"28015","TEST 130 Epic Ret Paladin DPS Legs","EPIC","130","60","Armor","Plate","LEGS",""
"28016","TEST 130 Epic Ret Paladin DPS Shoulder","EPIC","130","60","Armor","Plate","SHOULDER",""
"28017","TEST 130 Epic Ret Paladin DPS Wrist","EPIC","130","60","Armor","Plate","WRIST",""
"28018","TEST 130 Epic Ret Paladin DPS Necklace","EPIC","130","60","Armor","Miscellaneous","NECK",""
"28019","TEST 130 Epic Ret Paladin DPS Ring","EPIC","130","60","Armor","Miscellaneous","FINGER",""
"28020","TEST 130 Epic Ret Paladin DPS Cloak","EPIC","130","60","Armor","Cloth","CLOAK",""
"28021","TEST 130 Epic Ret Paladin DPS Sword2H Slow","EPIC","130","60","Weapon","Sword","TWOHWEAPON",""
"28022","TEST 130 Epic Ret Paladin DPS Sword2H Fast","EPIC","130","60","Weapon","Sword","TWOHWEAPON",""
"28029","Goldenvine Wraps","RARE","94","0","Armor","Cloth","WRIST",""
"28030","Spell-slinger's Protector","RARE","97","0","Armor","Cloth","CLOAK",""
"28031","Nomad's Woven Cloak","RARE","97","0","Armor","Cloth","CLOAK",""
"28032","Delicate Green Poncho","RARE","97","0","Armor","Cloth","CLOAK",""
"28033","Epoch-Mender","RARE","112","68","Weapon","Staff","TWOHWEAPON",""
"28034","Hourglass of the Unraveller","RARE","112","68","Armor","Miscellaneous","TRINKET",""
"28040","Vengeance of the Illidari","RARE","88","0","Armor","Miscellaneous","TRINKET",""
"28041","Bladefist's Breadth","RARE","88","0","Armor","Miscellaneous","TRINKET",""
"28042","Regal Protectorate","RARE","88","0","Armor","Miscellaneous","TRINKET",""
"28050","Sacred Feather Vest","RARE","85","0","Armor","Leather","CHEST",""
"28051","Jerkin of the Untamed Spirit","RARE","85","0","Armor","Leather","CHEST",""
"28052","Goldweave Tunic","RARE","85","0","Armor","Cloth","CHEST",""
"28054","Fleshripper's Bladed Chestplate","RARE","85","0","Armor","Plate","CHEST",""
"28055","Gilded Crimson Chestplate","RARE","85","0","Armor","Plate","CHEST",""
"28057","Bonechewer Berserker's Vest","RARE","85","0","Armor","Mail","CHEST",""
"28069","Golden Cenarion Greaves","RARE","91","0","Armor","Plate","FEET",""
"28070","Verdant Handwraps","RARE","91","0","Armor","Mail","HAND",""
"28074","Studded Green Anklewraps","RARE","91","0","Armor","Leather","FEET",""
"28075","Destroyers' Mantle","RARE","91","0","Armor","Cloth","SHOULDER",""
"28087","Monster - Sword, Iblis, Blade of the Fallen Seraph","EPIC","81","60","Weapon","Sword","WEAPON",""
"28108","Power Infused Mushroom","RARE","97","0","Armor","Miscellaneous","TRINKET",""
"28109","Essence Infused Mushroom","RARE","97","0","Armor","Miscellaneous","TRINKET",""
"28111","Everlasting Underspore Frond","RARE","100","0","Armor","Miscellaneous","NON_EQUIP",""
"28115","Monster - Obsidian Edged Blade","EPIC","1","0","Weapon","Sword","TWOHWEAPON",""
"28121","Icon of Unyielding Courage","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28124","Liar's Cord","RARE","115","70","Armor","Leather","WAIST",""
"28126","Gladiator's Dragonhide Gloves","EPIC","123","70","Armor","Leather","HAND",""
"28127","Gladiator's Dragonhide Helm","EPIC","123","70","Armor","Leather","HEAD",""
"28128","Gladiator's Dragonhide Legguards","EPIC","123","70","Armor","Leather","LEGS",""
"28129","Gladiator's Dragonhide Spaulders","EPIC","123","70","Armor","Leather","SHOULDER",""
"28130","Gladiator's Dragonhide Tunic","EPIC","123","70","Armor","Leather","CHEST",""
"28134","Brooch of Heightened Potential","RARE","112","68","Armor","Miscellaneous","NECK",""
"28136","Gladiator's Wyrmhide Gloves","EPIC","123","70","Armor","Leather","HAND",""
"28137","Gladiator's Wyrmhide Helm","EPIC","123","70","Armor","Leather","HEAD",""
"28138","Gladiator's Wyrmhide Legguards","EPIC","123","70","Armor","Leather","LEGS",""
"28139","Gladiator's Wyrmhide Spaulders","EPIC","123","70","Armor","Leather","SHOULDER",""
"28140","Gladiator's Wyrmhide Tunic","EPIC","123","70","Armor","Leather","CHEST",""
"28166","Shield of the Void","RARE","97","64","Armor","Shield","SHIELD",""
"28167","Sha'tari Wrought Armguards","RARE","115","0","Armor","Plate","WRIST",""
"28168","Insignia of the Mag'hari Hero","RARE","103","0","Armor","Miscellaneous","NECK",""
"28169","Mag'hari Ritualist's Horns","RARE","103","0","Armor","Cloth","HEAD",""
"28170","Auchenai Bracers","RARE","115","0","Armor","Mail","WRIST",""
"28171","Spymistress's Wristguards","RARE","115","0","Armor","Leather","WRIST",""
"28172","Mag'hari Scout's Tunic","RARE","103","0","Armor","Leather","CHEST",""
"28173","Mag'hari Huntsman's Leggings","RARE","103","0","Armor","Mail","LEGS",""
"28174","Shattrath Wraps","RARE","115","0","Armor","Cloth","WRIST",""
"28175","Mag'hari Warlord's Legplates","RARE","103","0","Armor","Plate","LEGS",""
"28176","Sha'tari Wrought Greaves","RARE","115","0","Armor","Plate","FEET",""
"28177","Auchenai Boots","RARE","115","0","Armor","Mail","FEET",""
"28178","Spymistress's Boots","RARE","115","0","Armor","Leather","FEET",""
"28179","Shattrath Jumpers","RARE","115","0","Armor","Cloth","FEET",""
"28180","Myrmidon's Headdress","RARE","115","0","Armor","Plate","HEAD",""
"28181","Earthwarden's Coif","RARE","115","0","Armor","Mail","HEAD",""
"28182","Helm of the Claw","RARE","115","0","Armor","Leather","HEAD",""
"28183","Hydromancer's Headwrap","RARE","115","0","Armor","Cloth","HEAD",""
"28184","Millennium Blade","RARE","112","68","Weapon","Sword","WEAPON",""
"28185","Khadgar's Kilt of Abjuration","RARE","112","68","Armor","Cloth","LEGS",""
"28186","Laughing Skull Battle-Harness","RARE","112","68","Armor","Mail","CHEST",""
"28187","Star-Heart Lamp","RARE","112","68","Armor","Miscellaneous","HOLDABLE",""
"28188","Bloodfire Greatstaff","RARE","115","70","Weapon","Staff","TWOHWEAPON",""
"28189","Latro's Shifting Sword","RARE","115","70","Weapon","Sword","WEAPON",""
"28190","Scarab of the Infinite Cycle","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28191","Mana-Etched Vestments","RARE","115","70","Armor","Cloth","ROBE",""
"28192","Helm of Desolation","RARE","115","70","Armor","Mail","HEAD",""
"28193","Mana-Etched Crown","RARE","115","70","Armor","Cloth","HEAD",""
"28194","Primal Surge Bracers","RARE","115","70","Armor","Mail","WRIST",""
"28202","Moonglade Robe","RARE","115","70","Armor","Leather","ROBE",""
"28203","Breastplate of the Righteous","RARE","115","70","Armor","Plate","CHEST",""
"28204","Tunic of Assassination","RARE","115","70","Armor","Leather","CHEST",""
"28205","Breastplate of the Bold","RARE","115","70","Armor","Plate","CHEST",""
"28206","Cowl of the Guiltless","RARE","115","70","Armor","Leather","HEAD",""
"28207","Pauldrons of the Crimson Flight","RARE","115","70","Armor","Plate","SHOULDER",""
"28210","Bloodskull Destroyer","RARE","115","70","Weapon","Mace","WEAPON",""
"28211","Lieutenant's Signet of Lordaeron","RARE","115","70","Armor","Miscellaneous","FINGER",""
"28212","Aran's Sorcerous Slacks","RARE","115","70","Armor","Cloth","LEGS",""
"28213","Lordaeron Medical Guide","RARE","115","70","Armor","Miscellaneous","HOLDABLE",""
"28214","Grips of the Lunar Eclipse","RARE","115","70","Armor","Leather","HAND",""
"28215","Mok'Nathal Mask of Battle","RARE","115","70","Armor","Mail","HEAD",""
"28216","Dathrohan's Ceremonial Hammer","RARE","115","70","Weapon","Mace","WEAPONMAINHAND",""
"28217","Tarren Mill Vitality Locket","RARE","115","70","Armor","Miscellaneous","NECK",""
"28218","Pontiff's Pantaloons of Prophecy","RARE","115","70","Armor","Cloth","LEGS",""
"28219","Emerald-Scale Greaves","RARE","115","70","Armor","Mail","LEGS",""
"28220","Moon-Crown Antlers","RARE","115","70","Armor","Leather","HEAD",""
"28221","Boots of the Watchful Heart","RARE","115","70","Armor","Plate","FEET",""
"28222","Reaver of the Infinites","RARE","115","70","Weapon","Axe","TWOHWEAPON",""
"28223","Arcanist's Stone","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28224","Wastewalker Helm","RARE","115","70","Armor","Leather","HEAD",""
"28225","Doomplate Warhelm","RARE","115","70","Armor","Plate","HEAD",""
"28226","Timeslicer","RARE","115","70","Weapon","Dagger","WEAPON",""
"28227","Sparking Arcanite Ring","RARE","115","70","Armor","Miscellaneous","FINGER",""
"28228","Beast Lord Cuirass","RARE","115","70","Armor","Mail","CHEST",""
"28229","Incanter's Robe","RARE","115","70","Armor","Cloth","ROBE",""
"28230","Hallowed Garments","RARE","115","70","Armor","Cloth","ROBE",""
"28231","Tidefury Chestpiece","RARE","115","70","Armor","Mail","CHEST",""
"28232","Robe of Oblivion","RARE","115","70","Armor","Cloth","ROBE",""
"28233","Necklace of Resplendent Hope","RARE","115","70","Armor","Miscellaneous","NECK",""
"28234","Medallion of the Alliance","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28235","Medallion of the Alliance","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28236","Medallion of the Alliance","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28237","Medallion of the Alliance","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28238","Medallion of the Alliance","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28239","Medallion of the Horde","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28240","Medallion of the Horde","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28241","Medallion of the Horde","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28242","Medallion of the Horde","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28243","Medallion of the Horde","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28244","Pendant of Triumph","EPIC","113","70","Armor","Miscellaneous","NECK",""
"28245","Pendant of Dominance","EPIC","113","70","Armor","Miscellaneous","NECK",""
"28246","Band of Triumph","RARE","100","70","Armor","Miscellaneous","FINGER",""
"28247","Band of Dominance","RARE","100","70","Armor","Miscellaneous","FINGER",""
"28248","Totem of the Void","RARE","115","70","Armor","Totem","RELIC",""
"28249","Capacitus' Cloak of Calibration","RARE","115","70","Armor","Cloth","CLOAK",""
"28250","Vestia's Pauldrons of Inner Grace","RARE","115","70","Armor","Cloth","SHOULDER",""
"28251","Boots of the Glade-Keeper","RARE","115","70","Armor","Leather","FEET",""
"28252","Bloodfyre Robes of Annihilation","RARE","115","70","Armor","Cloth","ROBE",""
"28253","Plasma Rat's Hyper-Scythe","RARE","115","70","Weapon","Polearm","TWOHWEAPON",""
"28254","Warp Engineer's Prismatic Chain","RARE","115","70","Armor","Miscellaneous","NECK",""
"28255","Lunar-Claw Pauldrons","RARE","115","70","Armor","Leather","SHOULDER",""
"28256","Thoriumweave Cloak","RARE","115","70","Armor","Cloth","CLOAK",""
"28257","Hammer of the Penitent","RARE","115","70","Weapon","Mace","WEAPONMAINHAND",""
"28258","Nethershrike","RARE","115","70","Weapon","Thrown","THROWN",""
"28259","Cosmic Lifeband","RARE","115","70","Armor","Miscellaneous","FINGER",""
"28260","Manual of the Nethermancer","RARE","115","70","Armor","Miscellaneous","HOLDABLE",""
"28262","Jade-Skull Breastplate","RARE","115","70","Armor","Plate","CHEST",""
"28263","Stellaris","RARE","115","70","Weapon","Axe","WEAPON",""
"28264","Wastewalker Tunic","RARE","115","70","Armor","Leather","CHEST",""
"28265","Dath'Remar's Ring of Defense","RARE","115","70","Armor","Miscellaneous","FINGER",""
"28266","Molten Earth Kilt","RARE","115","70","Armor","Mail","LEGS",""
"28267","Edge of the Cosmos","RARE","115","70","Weapon","Sword","WEAPON",""
"28268","Natural Mender's Wraps","RARE","115","70","Armor","Leather","HAND",""
"28269","Baba's Cloak of Arcanistry","RARE","115","70","Armor","Cloth","CLOAK",""
"28275","Beast Lord Helm","RARE","115","70","Armor","Mail","HEAD",""
"28278","Incanter's Cowl","RARE","115","70","Armor","Cloth","HEAD",""
"28285","Helm of the Righteous","RARE","115","70","Armor","Plate","HEAD",""
"28286","Telescopic Sharprifle","RARE","115","70","Weapon","Gun","RANGEDRIGHT",""
"28288","Abacus of Violent Odds","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28293","High Warlord's Claymore","RARE","115","70","Weapon","Sword","TWOHWEAPON",""
"28294","Gladiator's Heavy Crossbow","EPIC","123","70","Weapon","Crossbow","RANGEDRIGHT",""
"28295","Gladiator's Slicer","EPIC","123","70","Weapon","Sword","WEAPON",""
"28296","Libram of the Lightbringer","RARE","115","70","Armor","Libram","RELIC",""
"28297","Gladiator's Spellblade","EPIC","123","70","Weapon","Dagger","WEAPONMAINHAND",""
"28298","Gladiator's Decapitator","EPIC","123","70","Weapon","Axe","TWOHWEAPON",""
"28299","Gladiator's Bonegrinder","EPIC","123","70","Weapon","Mace","TWOHWEAPON",""
"28300","Gladiator's Painsaw","EPIC","123","70","Weapon","Polearm","TWOHWEAPON",""
"28301","Syrannis' Mystic Sheen","RARE","115","70","Armor","Cloth","CLOAK",""
"28302","Gladiator's Bonecracker","EPIC","123","70","Weapon","Mace","WEAPONOFFHAND",""
"28304","Prismatic Mittens of Mending","RARE","115","70","Armor","Cloth","HAND",""
"28305","Gladiator's Pummeler","EPIC","123","70","Weapon","Mace","WEAPON",""
"28306","Towering Mantle of the Hunt","RARE","115","70","Armor","Mail","SHOULDER",""
"28307","Gladiator's Quickblade","EPIC","123","70","Weapon","Sword","WEAPONOFFHAND",""
"28308","Gladiator's Cleaver","EPIC","123","70","Weapon","Axe","WEAPON",""
"28309","Gladiator's Hacker","EPIC","123","70","Weapon","Axe","WEAPONOFFHAND",""
"28310","Gladiator's Shiv","EPIC","123","70","Weapon","Dagger","WEAPONOFFHAND",""
"28311","Revenger","RARE","115","70","Weapon","Sword","WEAPON",""
"28312","Gladiator's Shanker","EPIC","123","70","Weapon","Dagger","WEAPON",""
"28313","Gladiator's Right Ripper","EPIC","123","70","Weapon","Fist Weapon","WEAPONMAINHAND",""
"28314","Gladiator's Left Ripper","EPIC","123","70","Weapon","Fist Weapon","WEAPONOFFHAND",""
"28315","Stormreaver Warblades","RARE","115","70","Weapon","Fist Weapon","WEAPONOFFHAND",""
"28316","Aegis of the Sunbird","RARE","115","70","Armor","Shield","SHIELD",""
"28317","Energis Armwraps","RARE","115","70","Armor","Cloth","HAND",""
"28318","Obsidian Clodstompers","RARE","115","70","Armor","Plate","FEET",""
"28319","Gladiator's War Edge","EPIC","123","70","Weapon","Thrown","THROWN",""
"28320","Gladiator's Touch of Defeat","EPIC","123","70","Weapon","Wand","RANGEDRIGHT",""
"28321","Enchanted Thorium Torque","RARE","115","70","Armor","Miscellaneous","NECK",""
"28322","Runed Dagger of Solace","RARE","115","70","Weapon","Dagger","WEAPONMAINHAND",""
"28323","Ring of Umbral Doom","RARE","115","70","Armor","Miscellaneous","FINGER",""
"28324","Gauntlets of Cruel Intention","RARE","115","70","Armor","Plate","HAND",""
"28325","Dreamer's Dragonstaff","RARE","115","70","Weapon","Staff","TWOHWEAPON",""
"28327","Arcane Netherband","RARE","115","70","Armor","Miscellaneous","FINGER",""
"28328","Mithril-Bark Cloak","RARE","115","70","Armor","Cloth","CLOAK",""
"28331","Gladiator's Chain Helm","EPIC","123","70","Armor","Mail","HEAD",""
"28332","Gladiator's Chain Leggings","EPIC","123","70","Armor","Mail","LEGS",""
"28333","Gladiator's Chain Spaulders","EPIC","123","70","Armor","Mail","SHOULDER",""
"28334","Gladiator's Chain Armor","EPIC","123","70","Armor","Mail","CHEST",""
"28335","Gladiator's Chain Gauntlets","EPIC","123","70","Armor","Mail","HAND",""
"28337","Breastplate of Righteous Fury","RARE","115","70","Armor","Plate","CHEST",""
"28338","Devil-Stitched Leggings","RARE","115","70","Armor","Cloth","LEGS",""
"28339","Boots of the Shifting Sands","RARE","115","70","Armor","Leather","FEET",""
"28340","Mantle of Autumn","RARE","115","70","Armor","Leather","SHOULDER",""
"28341","Warpstaff of Arcanum","RARE","115","70","Weapon","Staff","TWOHWEAPON",""
"28342","Warp Infused Drape","RARE","115","70","Armor","Cloth","ROBE",""
"28343","Jagged Bark Pendant","RARE","115","70","Armor","Miscellaneous","NECK",""
"28344","Wyrmfury Pauldrons","RARE","115","70","Armor","Mail","SHOULDER",""
"28345","Warp Splinter's Thorn","RARE","115","70","Weapon","Dagger","WEAPON",""
"28346","Gladiator's Endgame","EPIC","123","70","Armor","Miscellaneous","HOLDABLE",""
"28347","Warpscale Leggings","RARE","115","70","Armor","Leather","LEGS",""
"28348","Moonglade Cowl","RARE","115","70","Armor","Leather","HEAD",""
"28349","Tidefury Helm","RARE","115","70","Armor","Mail","HEAD",""
"28350","Warhelm of the Bold","RARE","115","70","Armor","Plate","HEAD",""
"28355","Gladiator's Idol of Tenacity","EPIC","115","70","Armor","Idol","RELIC",""
"28356","Gladiator's Libram of Justice","EPIC","115","70","Armor","Libram","RELIC",""
"28357","Gladiator's Totem of the Third Wind","EPIC","115","70","Armor","Totem","RELIC",""
"28358","Gladiator's Shield Wall","EPIC","123","70","Armor","Shield","SHIELD",""
"28366","Test Orb","EPIC","62","0","Armor","Miscellaneous","HOLDABLE",""
"28367","Greatsword of Forlorn Visions","RARE","115","70","Weapon","Sword","TWOHWEAPON",""
"28370","Bangle of Endless Blessings","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28371","Netherfury Cape","RARE","115","70","Armor","Cloth","CLOAK",""
"28372","Idol of Feral Shadows","RARE","115","70","Armor","Idol","RELIC",""
"28373","Cloak of Scintillating Auras","RARE","115","70","Armor","Cloth","CLOAK",""
"28374","Mana-Sphere Shoulderguards","RARE","115","70","Armor","Cloth","SHOULDER",""
"28375","Rubium War-Girdle","RARE","115","70","Armor","Plate","WAIST",""
"28377","Sergeant's Heavy Cloak","EPIC","123","70","Armor","Cloth","CLOAK",""
"28378","Sergeant's Heavy Cape","EPIC","123","70","Armor","Cloth","CLOAK",""
"28379","Sergeant's Heavy Cape","EPIC","123","70","Armor","Cloth","CLOAK",""
"28380","Sergeant's Heavy Cloak","EPIC","123","70","Armor","Cloth","CLOAK",""
"28381","General's Plate Bracers","EPIC","113","70","Armor","Plate","WRIST",""
"28383","General's Plate Greaves","EPIC","123","70","Armor","Plate","FEET",""
"28384","Outland Striders","RARE","115","70","Armor","Mail","FEET",""
"28385","General's Plate Belt","EPIC","123","70","Armor","Plate","WAIST",""
"28386","Nether Core's Control Rod","RARE","115","70","Weapon","Wand","RANGEDRIGHT",""
"28387","Lamp of Peaceful Repose","RARE","115","70","Armor","Miscellaneous","HOLDABLE",""
"28390","Thatia's Self-Correcting Gauntlets","RARE","115","70","Armor","Plate","HAND",""
"28391","Worldfire Chestguard","RARE","115","70","Armor","Mail","CHEST",""
"28392","Reflex Blades","RARE","115","70","Weapon","Fist Weapon","WEAPONMAINHAND",""
"28393","Warmaul of Infused Light","RARE","115","70","Weapon","Mace","TWOHWEAPON",""
"28394","Ryngo's Band of Ingenuity","RARE","115","70","Armor","Miscellaneous","FINGER",""
"28396","Gloves of the Unbound","RARE","115","70","Armor","Leather","HAND",""
"28397","Emberhawk Crossbow","RARE","115","70","Weapon","Crossbow","RANGEDRIGHT",""
"28398","The Sleeper's Cord","RARE","115","70","Armor","Leather","WAIST",""
"28400","Warp-Storm Warblade","RARE","115","70","Weapon","Sword","WEAPON",""
"28401","Hauberk of Desolation","RARE","115","70","Armor","Mail","CHEST",""
"28402","General's Dreadweave Stalkers","EPIC","123","70","Armor","Cloth","FEET",""
"28403","Doomplate Chestguard","RARE","115","70","Armor","Plate","CHEST",""
"28404","General's Dreadweave Belt","EPIC","123","70","Armor","Cloth","WAIST",""
"28405","General's Dreadweave Cuffs","EPIC","113","70","Armor","Cloth","WRIST",""
"28406","Sigil-Laced Boots","RARE","115","70","Armor","Cloth","FEET",""
"28407","Elementium Band of the Sentry","RARE","115","70","Armor","Miscellaneous","FINGER",""
"28409","General's Silk Belt","EPIC","123","70","Armor","Cloth","WAIST",""
"28410","General's Silk Footguards","EPIC","123","70","Armor","Cloth","FEET",""
"28411","General's Silk Cuffs","EPIC","113","70","Armor","Cloth","WRIST",""
"28412","Lamp of Peaceful Radiance","RARE","115","70","Armor","Miscellaneous","HOLDABLE",""
"28413","Hallowed Crown","RARE","115","70","Armor","Cloth","HEAD",""
"28414","Helm of Assassination","RARE","115","70","Armor","Leather","HEAD",""
"28415","Hood of Oblivion","RARE","115","70","Armor","Cloth","HEAD",""
"28416","Hungering Spineripper","RARE","115","70","Weapon","Dagger","WEAPON",""
"28418","Shiffar's Nexus-Horn","RARE","115","70","Armor","Miscellaneous","TRINKET",""
"28419","Choker of Fluid Thought","RARE","115","70","Armor","Miscellaneous","NECK",""
"28422","General's Leather Boots","EPIC","123","70","Armor","Leather","FEET",""
"28423","General's Leather Belt","EPIC","123","70","Armor","Leather","WAIST",""
"28424","General's Leather Bracers","EPIC","113","70","Armor","Leather","WRIST",""
"28425","Fireguard","EPIC","107","70","Weapon","Sword","WEAPON",""
"28426","Blazeguard","EPIC","123","70","Weapon","Sword","WEAPON",""
"28427","Blazefury","EPIC","136","70","Weapon","Sword","WEAPON",""
"28428","Lionheart Blade","EPIC","107","70","Weapon","Sword","TWOHWEAPON",""
"28429","Lionheart Champion","EPIC","123","70","Weapon","Sword","TWOHWEAPON",""
"28430","Lionheart Executioner","EPIC","136","70","Weapon","Sword","TWOHWEAPON",""
"28431","The Planar Edge","EPIC","107","70","Weapon","Axe","WEAPONMAINHAND",""
"28432","Black Planar Edge","EPIC","123","70","Weapon","Axe","WEAPONMAINHAND",""
"28433","Wicked Edge of the Planes","EPIC","136","70","Weapon","Axe","WEAPONMAINHAND",""
"28434","Lunar Crescent","EPIC","107","70","Weapon","Axe","TWOHWEAPON",""
"28435","Mooncleaver","EPIC","123","70","Weapon","Axe","TWOHWEAPON",""
"28436","Bloodmoon","EPIC","136","70","Weapon","Axe","TWOHWEAPON",""
"28437","Drakefist Hammer","EPIC","107","70","Weapon","Mace","WEAPONMAINHAND",""
"28438","Dragonmaw","EPIC","123","70","Weapon","Mace","WEAPONMAINHAND",""
"28439","Dragonstrike","EPIC","136","70","Weapon","Mace","WEAPONMAINHAND",""
"28440","Thunder","EPIC","107","70","Weapon","Mace","TWOHWEAPON",""
"28441","Deep Thunder","EPIC","123","70","Weapon","Mace","TWOHWEAPON",""
"28442","Stormherald","EPIC","136","70","Weapon","Mace","TWOHWEAPON",""
"28443","General's Dragonhide Belt","EPIC","123","70","Armor","Leather","WAIST",""
"28444","General's Dragonhide Boots","EPIC","123","70","Armor","Leather","FEET",""
"28445","General's Dragonhide Bracers","EPIC","113","70","Armor","Leather","WRIST",""
"28446","General's Wyrmhide Belt","EPIC","123","70","Armor","Leather","WAIST",""
"28447","General's Wyrmhide Boots","EPIC","123","70","Armor","Leather","FEET",""
